lib_mrq,lib_mod_doss,lib_mod,dscom,cnit,tvv,cod_cbr,hybride,puiss_admin_98,puiss_max,typ_boite_nb_rapp,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,hc,nox,hcnox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,date_maj,Carrosserie,gamme,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
OPEL,CORSA,CORSA,CORSA 5P 1.2 Twinport BVM5,M10PELVP214T028,S-DKN111A06D5B2DKA5,ES,non,5,63.0,M 5,"7,199999809","4,5",,129.0,"0,300999999","0,032000002","0,025",,,1163,1163,"""715/2007*459/2012EURO5",,BERLINE,INFERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP6069574,639/2LBB61305N3A1G2U37,GO,non,15,165.0,A 5,"10,89999962","7,099999905",,224.0,"0,361000001",,"0,256999999","0,289000005",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG12R285,639/2KAA31305N3M3C1U28,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.5 E,M10MCDVP025U874,639/2LAC91305N1A4H7S27,ES,non,18,190.0,A 5,"16,29999924","9,300000191",,279.0,"0,226999998","0,030999999","0,029999999",,,2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (109ch),M10VWGVPC495990,2EC2KN4B1349NNEC24WA9,GO,non,8,80.0,M 6,"9,399999619","7,199999809",,208.0,"0,136999995",,"0,214000002","0,238000005","0,001",1976,2783,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP603R777,639/2LAA33305N3A2G2U38,GO,non,11,120.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 37,M10MCDVPF16Y896,906AC35KMMD1350EMEA23WX9,GO,non,10,120.0,M 6,"8,800000191","6,199999809",,189.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2859,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP025V099,639/2LAA73280N1A2G2T38,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,061000001",,"0,228","0,240999997","0,001",2105,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP605U100,639/2LAB61305N3A1C2W37,GO,non,15,165.0,A 5,"10,89999962","7,099999905",,224.0,"0,361000001",,"0,256999999","0,289000005",0,2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP6108145,639/2KAA31320E2M3E2U38,GO,non,10,120.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
HONDA,JAZZ,JAZZ,JAZZ 1.2 i-VTEC S & ElÃÂÃÂÃÂÃÂ©gance,M10HNDVP0002222,GG233,ES,non,5,66.0,M 5,"6,599999905","4,599999905",,123.0,"0,384000003","0,046999998","0,012",,,1119,1142,715/2007*692/2008EURO5,dÃÂÃÂÃÂÃÂc-13,MINISPACE,INFERIEURE,,,,
PEUGEOT,508,508,508 1.6 e-HDi FAP BMP6 BLUE LION,M10PGTVP011J573,8D9HD8/PS,GO,non,6,84.0,A 6,"4,599999905","3,700000048",4.0,104.0,"0,179000005",,"0,162","0,193000004","0,001",1485,1485,715/2007*630/2012EURO5,mars-14,BERLINE,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVPG12T481,639/2KAA71280N2M3A2T28,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF188358,906AC35KNMC1350NNFB23WB9,GO,non,9,95.0,A 7,"9,600000381","6,900000095",,209.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2784,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP6032667,639/2LAA33305N1A2D2V28,GO,non,11,120.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE B,B 200,B 200 BVA7,M10MCDVPFZ92317,245GM24HP2OZAAB500,ES,non,8,115.0,A 7,"7,599999905","4,800000191",,135.0,"0,177000001","0,041000001","0,012",,0,1425,1425,"""715/2007*195/2013EURO6",,MONOSPACE COMPACT,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (109ch),M10VWGVPC49J845,2EC2KN4B1320NNED24WB7,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",1976,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVPG12H688,639/2KAA71320E2M3E2W28,GO,non,9,100.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2586,2675,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch),M10VWGVPE07M950,2EC2KN4B1320EMEC24TA7,GO,non,8,80.0,M 6,"9,399999619","7,199999809",,208.0,"0,202999994",,"0,214000002","0,238999993","0,001",2028,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP607Y005,639/2LAA31280N3A2C2S37,GO,non,10,120.0,A 5,"9,899999619","6,699999809",,208.0,"0,041999999",,"0,189999998","0,201000005","0,001",2075,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE E,E 400,E 400 WAGON STATION BVA7,M10MCDVPFY6E563,212KJ25EP0NZCCA502,ES,non,22,245.0,A 7,11,"6,099999905",,184.0,"0,180999994","0,043000001","0,054000001",,0,1885,1885,"""715/2007*195/2013EURO6",,BREAK,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (109ch),M10VWGVPE03U211,2EC2KH4B1350EMED24VA9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238999993","0,001",2100,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF17N011,906AC35KMMD1350ESEB25UA9,GO,non,11,120.0,M 6,"10,30000019","6,800000191",,213.0,"0,48300001",,"0,221000001","0,287",0,2303,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
OPEL,ASTRA SPORTS TOURER,ASTRA,ASTRA SPORTS TOURER 1.6 CDTI (136ch) Start/Stop BVM6,M10PELVP277M842,P-J/SWDAEGC12BA1L2JHJA5,GO,non,7,100.0,M 6,"4,599999905","3,599999905",,104.0,"0,109999999",,"0,027000001","0,054000001",0,1613,1613,"""715/2007*630/2012EURO6",,BREAK,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch) BlueMotion,M10VWGVPE082214,2EC2KN4B1349NMED25UB9,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
NISSAN,PRIMASTAR,PRIMASTAR,AVANTOUR 3.0t 8PL 2.0 dCi (115ch) FAP L2H1,M10NSSVP013J551,J4Y0BA,GO,non,6,66.0,M 6,"8,100000381","5,800000191",,175.0,"0,246000007",,"0,213","0,244000003","0,001",2058,2184,"""715/2007*630/2012EURO5",,MINIBUS,MOY-INFER,,,,
FIAT,DOBLO,DOBLO,DOBLO 1.4 16V (120ch) GNV,M10FATVP001Z447,263AXG1B05,GN/ES,non,7,88.0,M 6,"9,899999619","6,099999905",,134.0,"0,545000017","0,059999999","0,013",,,1615,1615,715/2007*692/2008EURO5,mars-14,COMBISPACE,INFERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP0237379,639/2LAA31305N1M3B2S28,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
ALFA-ROMEO,AR8C SPIDER,8C SPIDER,8C SPIDER,M10ALFVP0005293,920BXA1A00B,ES,non,38,331.0,M 6,"24,39999962","11,60000038",,379.0,"0,500999987","0,037999999","0,027000001",,,1750,1750,715/2007*692/2008EURO5,mars-14,CABRIOLET,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP606L514,639/2LBB61305N2A1F2U37,GO,non,15,165.0,A 5,"10,89999962","7,099999905",,224.0,"0,361000001",,"0,256999999","0,289000005",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF16D038,906AC35KMMC1350ESEC22WA9,GO,non,9,95.0,M 6,"9,800000191","6,599999905",,205.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2859,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP6051398,639/2LBA31280N1M3J2T37,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
ASTON MARTIN,V8 VANTAGE,VANTAGE,V8 VANTAGE S,M10SCFVP000P181,VH2(SC)SC52R2LSDF,ES,non,35,,A 7,"19,20000076","9,300000191",,299.0,"0,528999984","0,044","0,014",,,1685,1685,715/2007*692/2008EURO5,mars-13,COUPE,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP6030665,639/2LAA33305N1A2D2U38,GO,non,11,120.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP025T169,639/2LAA73280N3A2F2T28,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,061000001",,"0,228","0,240999997","0,001",2155,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF16W833,906AC35KMMD1350ELCC2KWB9,GO,non,11,120.0,A 5,"10,5","8,199999809",,241.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2859,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE SL,SL 350,SL 350 BVA7,M10MCDVPFZ9E523,230N4S6M0NZAAB222,ES,non,20,225.0,A 7,"9,899999619","6,099999905",,176.0,"0,079000004","0,055","0,005",,"0,003",1685,1685,"""715/2007*630/2012EURO5",,CABRIOLET,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP6109207,639/2KAA31320E3M3E2V38,GO,non,10,120.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP3720896,639/2KAB61280N2A1F2U29,GO,non,15,165.0,A 5,"10,89999962","7,199999809",,226.0,"0,352999985",,"0,252999991","0,282000005","0,002",2186,2200,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP373B166,639/2LAA31280N1A2J2U28,GO,non,11,120.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP024R617,639/2LAA71305N1M3B2S38,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE C,C 200,C 200 BERLINE BVM6,M10MCDVPGY40999,204R034P0BZAAA503,ES,non,10,135.0,M 6,"7,099999905","4,599999905",,128.0,"0,377999991","0,037","0,02",,0,1450,1450,"""715/2007*195/2013EURO6",,BERLINE,SUPERIEURE,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP602T781,639/2KAB61305N3A1J2V39,GO,non,15,165.0,A 5,"10,89999962","7,099999905",,224.0,"0,361000001",,"0,256999999","0,289000005",0,2356,2450,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP373M953,639/2LAA71305N2M3B2V27,GO,non,9,100.0,M 6,9,"6,599999905",,195.0,"0,174999997",,"0,225999996","0,247999996","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP373A747,639/2LAA71280N2A2F2S28,GO,non,9,100.0,A 5,10,"6,800000191",8.0,211.0,"0,078000002",,"0,224000007","0,232999995","0,001",2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.5 E,M10MCDVP608M707,639/2LAC91305N2A4K7T38,ES,non,18,190.0,A 5,"16,5","9,5",,284.0,"0,226999998","0,030999999","0,029999999",,,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE E,E 220,E 220 BLUETEC BERLINE BVA7 FAP,M10MCDVPFZ26583,212J00RP0NZCCA4M4,GO,non,9,125.0,A 7,"5,599999905","4,099999905",,122.0,"0,189999998",,"0,048","0,061999999","0,001",1795,1795,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP610T845,639/2KAA71320E2A2E2S38,GO,non,9,100.0,A 5,"9,899999619","6,699999809",,208.0,"0,041999999",,"0,189999998","0,201000005","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP025F252,639/2LAA73305N2A2B2W27,GO,non,10,100.0,A 5,"11,19999981","7,5",,234.0,"0,061000001",,"0,228","0,240999997","0,001",2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (136ch) BlueMotion,M10VWGVPE03L820,2EC2KH4C1350NMED25TB9,GO,non,9,100.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2100,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 319 CDI,M10MCDVPF14A971,906AC35KHNE1350ELCB2KWA9,GO,non,13,140.0,A 5,"12,5",9,,272.0,"0,067000002","0,014","1,845999956",,"0,002",2586,2859,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 30 L1H1 TDI (163ch),M10VWGVPE30P109,2EC1KN4D1319NNEB14SA7,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,400999993",,"0,213","0,250999987","0,001",1976,2739,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE C,C 200,C 200 BE COUPE BVA7,M10MCDVPJ80J682,204H3S8M0NZAAA442,ES,non,11,135.0,A 7,9,"5,5",,158.0,"0,254999995","0,048","0,018999999",,"0,003",1545,1545,"""715/2007*566/2011EURO5",,COUPE,SUPERIEURE,,,,
MERCEDES,CLASSE S,S 400,S 400 HYBRID LIMOUSINE BVA7,M10MCDVPCZ6D176,221P15FP0NZAAB503,EH,oui,19,225.0,A 7,"7,400000095","6,5",,159.0,"0,801999986","0,043000001","0,005",,"0,001",1945,1945,"""715/2007*630/2012EURO6",,BERLINE,LUXE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF15M242,906AC35KMMC1320NLFB25VB7,GO,non,9,95.0,A 7,"9,899999619","7,099999905",,216.0,"0,086999997",,"0,275000006","0,287",0,2356,2585,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP0229116,639/2KAA71280N3M3G2S29,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE S,S 350,S 350 BLUETEC 4MATIC BVA7 FAP,M10MCDVPGY70317,221P0BDP1NZAAB503,GO,non,15,185.0,A 7,"7,699999809","5,599999905",,168.0,"0,361000001",,"0,059","0,097000003","0,001",2025,2025,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L4H3 TDI (163ch) BlueMotion,M10VWGVPC47S045,2EC2KH4D1350NSEA25UE9,GO,non,10,120.0,M 6,8,"6,400000095",,181.0,"0,409000009",,"0,213","0,25","0,001",2307,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG12J301,639/2KAA31305N3M3D1U28,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (163ch) BlueMotion,M10VWGVPE09Y184,2EC2KN4D1349EMEA25SE9,GO,non,10,120.0,M 6,8,"6,400000095",,181.0,"0,400999993",,"0,213","0,250999987","0,001",2028,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
LEXUS,RX450H,RX,RX 450h BREAK V6 3.5L hybride AWD,M10LEXVP000D387,HAL1(a)GYL15(W)GYL15R-AWXGKW(2J),EH,oui,15,183.0,V 0,"6,5",6,,145.0,"0,246000007","0,023","0,007",,,2185,2185,715/2007*195/2013EURO5,mars-14,TS TERRAINS/CHEMINS,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP021Z955,639/2KAA71280N1M3B2S39,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (109ch),M10VWGVPC45H776,2EC2KH4B1350EMED24WB9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2100,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP6028214,639/2KAA71305N2A2D2S29,GO,non,9,100.0,A 5,"9,899999619","6,699999809",,208.0,"0,041999999",,"0,189999998","0,201000005","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP373R207,639/2LAA31280N2A2G2T38,GO,non,11,120.0,A 5,"10,10000038","6,900000095",,213.0,"0,078000002",,"0,224000007","0,232999995","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
SKODA,OCTAVIA,OCTAVIA,OCTAVIA BERLINE RS 2.0L TSI (220ch) DSG6 GREENTEC,M10SKDVP003E999,5EAACHHBX0NFD6FD6D9005V2ML7,ES,non,13,162.0,A 6,"8,100000381","5,400000095",,149.0,"0,35800001","0,064000003","0,033",,0,1445,1445,715/2007*630/2012EURO6,mars-14,BREAK,MOY-SUPER,,,,
MERCEDES,CLASSE R,R 500,R 500 LONG BVA7 4MATIC,M10MCDVPJ21G235,251O771M1NZABA611,ES,non,30,285.0,A 7,"18,79999924","10,19999981",,311.0,"0,448000014","0,022","0,023",,,2255,2255,"""715/2007*566/2011EURO5",,BREAK,LUXE,,,,
MERCEDES,CLASSE C,C 220,C 220 BLUETEC BERLINE BVA7 FAP,M10MCDVPGY4K886,204R00RP0NZAAA510,GO,non,9,125.0,A 7,"5,300000191","3,599999905",,109.0,"0,179000005",,"0,055","0,064000003","0,001",1570,1570,"""715/2007*195/2013EURO6",,BERLINE,SUPERIEURE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (109ch) BlueMotion,M10VWGVPE02L857,2EC2KH4B1320ELED25UA7,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2246,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch),M10VWGVPC49T723,2EC2KN4B1320EMED24VB7,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2028,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP6030374,639/2LAA31305N2M3D2T27,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch),M10VWGVPE09X377,2EC2KN4D1349NNEB24VA9,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,400999993",,"0,213","0,250999987","0,001",1976,2783,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF13L279,906AC30KNMD1302NNEC15SA9,GO,non,11,120.0,M 6,"10,69999981","6,699999809",,216.0,"0,086000003",,"0,230000004","0,263000011","0,003",1976,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 110 CDI,M10MCDVP6011438,639/2KAA11320E3M4E2T29,GO,non,7,70.0,M 6,"9,199999809","6,5",,198.0,"0,082999997",,"0,229000002","0,25","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch) BlueMotion,M10VWGVPE094384,2EC2KN4D1349NNEB25TB9,GO,non,10,120.0,M 6,"8,300000191","6,900000095",,195.0,"0,400999993",,"0,213","0,250999987","0,001",1976,2783,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 37,M10MCDVPJ21H394,906AC30KMMD1302NMFB15UA9,GO,non,11,120.0,A 7,"9,899999619","7,099999905",,216.0,"0,086999997",,"0,275000006","0,287",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (136ch),M10VWGVPE08S664,2EC2KN4C1349ENED24UB9,GO,non,9,100.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238999993","0,001",1976,2800,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP6080103,639/2LAA31305N1M3F1T37,GO,non,10,120.0,M 6,"9,399999619","6,599999905",,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF17X930,906AC35KNMC1349ENFB25TB9,GO,non,9,95.0,A 7,"9,800000191",7,,213.0,"0,086999997",,"0,275000006","0,287",0,2076,2185,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE E,E 300,E 300 CABRIOLET BVA7,M10MCDVPGE30014,207L455M0NZBBB400,ES,non,15,185.0,A 7,10,"5,599999905",,169.0,"0,07","0,061999999","0,039999999",,"0,001",1805,1805,"""715/2007*195/2013EURO5",,CABRIOLET,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG11E492,639/2LAA71305N2M3B1S28,GO,non,9,100.0,M 6,"9,300000191","6,5",,198.0,"0,046",,"0,196999997","0,216000006",0,2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP023P421,639/2LAA31305N1M3F2T38,GO,non,10,120.0,M 6,"8,899999619","6,5",,192.0,"0,174999997",,"0,225999996","0,247999996","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF144710,906AC35KHMD1350NLEA23WX7,GO,non,10,120.0,M 6,"8,800000191","6,199999809",,189.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2975,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG090992,639/2LAA71305N3M3J2U28,GO,non,9,100.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
