lib_mrq,lib_mod_doss,lib_mod,dscom,cnit,tvv,cod_cbr,hybride,puiss_admin_98,puiss_max,typ_boite_nb_rapp,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,hc,nox,hcnox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,date_maj,Carrosserie,gamme,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
SUZUKI,SX4,SX4,SX4 SCROSS 1.6 VVT,M10SUZVP0005634,JYA22SMT1,ES,non,6,88.0,M 5,"6,800000191","4,800000191",55.0,127.0,"0,356999993","0,030999999","0,033",,,1160,1160,715/2007*630/2012EURO6,mars-14,TS TERRAINS/CHEMINS,INFERIEURE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF13A681,906AC35KHMC1349NLCC2GWA7,GO,non,9,95.0,A 5,"10,5","8,199999809",9100000381.0,241.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2975,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP0233533,639/2LAA31305N2A2G2U38,GO,non,11,120.0,A 5,"10,19999981",7,8199999809.0,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (163ch),M10VWGVPE07C613,2EC2KM4D1350NMEC24VB9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,209.0,"0,386000007",,"0,222000003","0,266000003","0,001",2064,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP375V500,639/2KAA31305N2A2C2T39,GO,non,11,120.0,A 5,"10,10000038","6,900000095",8100000381.0,213.0,"0,078000002",,"0,224000007","0,232999995","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF18F329,906AC35KNMC1350NNEB25UA9,GO,non,9,95.0,M 6,"10,30000019","6,800000191",8100000381.0,213.0,"0,48300001",,"0,221000001","0,287",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (109ch) BlueMotion,M10VWGVPE05L042,2EC2KM4B1320NMED25SB7,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2064,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP607F773,639/2KAA71280N2M3D1U29,GO,non,9,100.0,M 6,"9,5","6,699999809",7699999809.0,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2200,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP3771091,639/2LAA71305N2M3F1T28,GO,non,9,100.0,M 6,"9,399999619","6,599999905",7599999905.0,200.0,"0,174999997",,"0,225999996","0,247999996","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP372H949,639/2KAB61305N1A1D2S39,GO,non,15,165.0,A 5,"10,80000019","7,099999905",85.0,223.0,"0,352999985",,"0,252999991","0,282000005","0,002",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI 4x4,M10MCDVP0212789,639/2KAA33280N2A2G2T39,GO,non,11,120.0,A 5,"11,10000038","7,400000095",8800000191.0,232.0,"0,061000001",,"0,228","0,240999997","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF15N764,906AC35KMMC1349NNFC25TB9,GO,non,9,95.0,A 7,10,"7,300000191",8300000191.0,219.0,"0,100000001",,"0,246999994","0,252999991","0,001",2076,2185,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP608L512,639/2LAA71305N3M3B1S28,GO,non,9,100.0,M 6,"9,300000191","6,5",75.0,198.0,"0,046",,"0,196999997","0,216000006",0,2075,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (163ch),M10VWGVPC514256,2EC2KN4D1350NMEC24SA9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,210.0,"0,388000011",,"0,222000003","0,266000003","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF16J202,906AC35KMMC1350NNCC2KWB9,GO,non,9,95.0,A 5,"10,5","8,199999809",9100000381.0,241.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2805,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPU185958,906AC35KHMC1320ELFA25VX9,GO,non,9,95.0,A 7,"9,800000191","7,099999905",8100000381.0,213.0,"0,093000002",,"0,263999999","0,27700001","0,001",2356,2559,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 30 L2H1 TDI (136ch) BlueMotion,M10VWGVPB30B971,2EC1KN4C1319NMEC15UA7,GO,non,9,100.0,M 6,"8,800000191","6,699999809",75.0,197.0,"0,136999995",,"0,214000002","0,238000005","0,001",2005,2739,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF13B585,906AC35KHMC1349EMEC25WA9,GO,non,9,95.0,M 6,"10,89999962",7,85.0,224.0,"0,086000003",,"0,230000004","0,263000011",0,2586,2815,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPJ85K617,906AC35KHMC1350NMEA25UX9,GO,non,9,95.0,M 6,10,"6,599999905",7900000095.0,207.0,"0,48300001",,"0,221000001","0,287",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI 4x4,M10MCDVP601Z860,639/2KAA33280N1A2D2T29,GO,non,11,120.0,A 5,11,"7,300000191",8699999809.0,230.0,"0,006",,"0,210999995","0,219999999",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CITAN,CITAN,CITAN COMBI 109 CDI,M10MCDVPT968277,XKXB8KXB8B5,GO,non,5,66.0,M 5,"4,699999809","4,199999809",4300000191.0,112.0,"0,351999998",,"0,171000004","0,199000001",0,1395,1395,"""715/2007*566/2011EURO5",,COMBISPACE,INFERIEURE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF15H625,906AC35KMMC1349NLFC22WA7,GO,non,9,95.0,A 7,"9,800000191","7,099999905",8100000381.0,214.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2956,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
RENAULT,MEGANE,MEGANE,MEGANE CoupÃÂÃÂÃÂÃÂ©-Cabriolet EnergyTCe (130ch),M10RENVP401V809,EZ1606,ES,non,7,97.0,M 6,"7,900000095","5,5",6400000095.0,145.0,"0,270999998","0,041000001","0,029999999",,"0,001",1590,1590,715/2007*195/2013EURO5,mars-14,CABRIOLET,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 4x4 316 CDI - 37,M10MCDVPF19N372,906AC35/4x4KHMD2350EMED62WB9,GO,non,11,120.0,M 6,"10,39999962",7,8199999809.0,215.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2859,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
ALFA-ROMEO,GIULIETTA,GIULIETTA,GIULIETTA 1.4 TB MultiAir (170ch) S/S,M10ALFVP000J403,940FXG1A06F,ES,non,9,120.0,M 6,"7,599999905","4,599999905",5699999809.0,131.0,"0,465999991","0,044","0,035",,,1365,1365,715/2007*195/2013EURO6,mars-14,BERLINE,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP375U729,639/2LAA31280N3A2C2T28,GO,non,11,120.0,A 5,"10,10000038","6,900000095",8100000381.0,213.0,"0,078000002",,"0,224000007","0,232999995","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 110 CDI,M10MCDVP371V831,639/2KAA11305N2M4F2V29,GO,non,7,70.0,M 6,"9,399999619","6,699999809",7699999809.0,203.0,"0,097000003",,"0,243000001","0,263000011","0,001",2356,2450,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP372P982,639/2KAB61305N2A1C2T29,GO,non,15,165.0,A 5,"10,80000019","7,099999905",85.0,224.0,"0,352999985",,"0,252999991","0,282000005","0,002",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLA,CLA 220,CLA 220 CDI BVA7 FAP,M10MCDVPGJ9Y874,245G23S2P2MZAAB503,GO,non,9,125.0,A 7,"5,599999905","3,799999952",45.0,117.0,"0,158000007",,"0,064999998","0,086000003","0,001",1525,1525,"""715/2007*195/2013EURO6",,BERLINE,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 3.5 E,M10MCDVP606Y951,639/2KAC91305N3A4J7V26,ES,non,18,190.0,A 5,"16,5","9,5",1210000038.0,284.0,"0,226999998","0,030999999","0,029999999",,,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 37,M10MCDVPJ21E269,906AC30KMMC1280NMEA15TX7,GO,non,9,95.0,M 6,10,"6,599999905",7900000095.0,207.0,"0,48300001",,"0,221000001","0,287",0,2076,2185,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF17L081,906AC35KMMD1350NLED23WA7,GO,non,10,120.0,M 6,"10,19999981","6,800000191",8.0,210.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2956,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11J047,639/2LAA31280N3M3D1U28,GO,non,10,120.0,M 6,"9,5","6,699999809",7699999809.0,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP6110269,639/2KAB61305N2A1J2V38,GO,non,15,165.0,A 5,"10,89999962","7,099999905",85.0,224.0,"0,361000001",,"0,256999999","0,289000005",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF16J104,906AC35KMMC1350NLED23WA7,GO,non,9,95.0,M 6,"10,19999981","6,800000191",8.0,210.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2956,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP602P558,639/2KAA73305N3A2F2T29,GO,non,9,100.0,A 5,11,"7,300000191",8699999809.0,230.0,"0,006",,"0,210999995","0,219999999",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP042R016,639/2LAA31305N3M3C2V37,GO,non,10,120.0,M 6,9,"6,599999905",7400000095.0,195.0,"0,174999997",,"0,225999996","0,247999996","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 30 L1H2 TDI (163ch) BlueMotion,M10VWGVPB30A873,2EC1KM4D1319NNEA15WA7,GO,non,10,120.0,M 6,8,"6,599999905",7099999905.0,187.0,"0,409000009",,"0,213","0,25","0,001",1976,2739,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP6061009,639/2LBA71305N1A2F2W37,GO,non,9,100.0,A 5,"10,10000038","6,900000095",8100000381.0,214.0,"0,041999999",,"0,189999998","0,201000005","0,001",2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI 4x4,M10MCDVP0212861,639/2KAA33305N2A2D2U39,GO,non,11,120.0,A 5,"11,19999981","7,5",8899999619.0,234.0,"0,061000001",,"0,228","0,240999997","0,001",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP0230918,639/2LAA33280N3A2G2T37,GO,non,11,120.0,A 5,"11,10000038","7,400000095",8800000191.0,232.0,"0,061000001",,"0,228","0,240999997","0,001",2155,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP6095470,639/2KAA31280N1A2D2U28,GO,non,11,120.0,A 5,"10,10000038","6,900000095",8100000381.0,214.0,"0,041999999",,"0,189999998","0,201000005","0,001",2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
CHEVROLET,TRAX,TRAX,TRAX 1.7 VCDI BVA6,M10CHEVP001X650,KL1BBNYXFXXD77DDXDXDDB,GO,non,7,96.0,A 6,"6,400000095","4,599999905",5300000191.0,139.0,"0,25",,"0,123000003","0,141000003","0,002",1470,1572,715/2007*630/2012EURO5,mars-14,TS TERRAINS/CHEMINS,INFERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG11P442,639/2LAA71280N3M3J1T27,GO,non,9,100.0,M 6,"9,399999619","6,599999905",7599999905.0,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP6041399,639/2LAA71305N3A2J2S38,GO,non,9,100.0,A 5,"9,899999619","6,699999809",7900000095.0,208.0,"0,041999999",,"0,189999998","0,201000005","0,001",2075,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP372J878,639/2KAB61280N1A1J2U29,GO,non,15,165.0,A 5,"10,89999962","7,199999809",8600000381.0,226.0,"0,352999985",,"0,252999991","0,282000005","0,002",2186,2200,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP021L262,639/2KAA31280N1A2G2S29,GO,non,10,120.0,A 5,10,"6,800000191",8.0,211.0,"0,078000002",,"0,224000007","0,232999995","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
FIAT,500C,500C,500C 1.3 MultiJet 16V (95ch) Start/Stop DPF,M10FATVP000J589,312AXE1A06B,GO,non,5,70.0,M 5,5,"3,299999952",3900000095.0,104.0,"0,407999992",,"0,159999996","0,206","0,001",1095,1095,715/2007*692/2008EURO5,mars-14,BERLINE,ECONOMIQUE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP0418944,639/2LAA31305N1M3C2V37,GO,non,10,120.0,M 6,9,"6,599999905",7400000095.0,195.0,"0,174999997",,"0,225999996","0,247999996","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP373D229,639/2LAA31280N2M3G2S38,GO,non,10,120.0,M 6,"8,800000191","6,400000095",7199999809.0,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (109ch) BlueMotion,M10VWGVPE08P175,2EC2KN4B1349ENED25VA9,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",1976,2800,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch) BlueMotion,M10VWGVPE08R396,2EC2KN4B1350NMED25WA9,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG126264,639/2KAA31305N2M3G2V38,GO,non,10,120.0,M 6,"8,899999619","6,5",7300000191.0,193.0,"0,046",,"0,196999997","0,216000006",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
FERRARI,CALIFORNIA,CALIFORNIA,CALIFORNIA,M10FERVP0000023,F149CDEL,ES,non,40,360.0,D 7,"19,39999962","9,399999619",1310000038.0,299.0,"0,301999986","0,033","0,028999999",,,1875,1875,715/2007*692/2008EURO5,mars-14,CABRIOLET,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch) BlueMotion,M10VWGVPC462444,2EC2KH4D1320ELEC25WA7,GO,non,10,120.0,M 6,"8,699999809","7,199999809",7699999809.0,203.0,"0,388000011",,"0,222000003","0,266000003","0,001",2246,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP611F018,639/2KAA73305N1A2D2V28,GO,non,9,100.0,A 5,"11,10000038","7,400000095",8800000191.0,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP6107593,639/2KAA71280N3M3J2U28,GO,non,9,100.0,M 6,"8,899999619","6,5",7300000191.0,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP3733025,639/2KAB61305N3A1C2U39,GO,non,15,165.0,A 5,"10,89999962","7,199999809",8600000381.0,226.0,"0,352999985",,"0,252999991","0,282000005","0,002",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG10P443,639/2LAA31305N3M3C2W37,GO,non,10,120.0,M 6,"8,899999619","6,5",7300000191.0,193.0,"0,046",,"0,196999997","0,216000006",0,2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch),M10VWGVPE09K001,2EC2KN4D1320ENEA24UE7,GO,non,10,120.0,M 6,"8,5","6,900000095",75.0,197.0,"0,400999993",,"0,213","0,250999987","0,001",1976,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (109ch),M10VWGVPC50M178,2EC2KN4B1350NNED24TA9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",8300000191.0,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",1976,2783,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch) BlueMotion,M10VWGVPE048418,2EC2KH4D1350ELEC25UD9,GO,non,10,120.0,M 6,"8,699999809","7,199999809",7699999809.0,203.0,"0,386000007",,"0,222000003","0,266000003","0,001",2246,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
ALFA-ROMEO,GIULIETTA,GIULIETTA,GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S,M10ALFVP000T353,940FXG1113,ES,non,8,120.0,D 6,"6,699999809","4,300000191",5199999809.0,121.0,"0,439999998","0,037","0,029999999",,,1380,1380,715/2007*692/2008EURO5,mars-14,BERLINE,MOY-INFER,,,,
MERCEDES,CLASSE C,C 220,C 220 CDI STATION WAGON BVA7 FAP,M10MCDVPFY5T288,204KH2S2M1NZAAA502,GO,non,10,125.0,A 7,"6,800000191",5,5699999809.0,151.0,"0,090999998",,"0,131999999","0,150000006",0,1735,1735,"""715/2007*195/2013EURO5",,BREAK,SUPERIEURE,,,,
VOLVO,S80,S80,S80 T5 (245ch) Geartronic 8,M10VLVVP8962557,AS40LD,ES,non,14,180.0,A 8,"8,399999619","4,900000095",6199999809.0,144.0,"0,326000005","0,041999999","0,027000001",,"0,002",1613,1613,715/2007*630/2012EURO6,mars-14,BERLINE,LUXE,,,,
CHEVROLET,CAPTIVA,CAPTIVA,CAPTIVA 2.2 VCDi (184ch) 7PL BVM6 4X4,M10CHEVP001N834,KLACCM72228D,GO,non,11,135.0,M 6,"8,100000381","5,800000191",6599999905.0,183.0,"0,164000005",,"0,166999996","0,189999998","0,001",1953,2033,715/2007*630/2012EURO5,mars-14,TS TERRAINS/CHEMINS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (136ch) BlueMotion,M10VWGVPE08V595,2EC2KN4C1320NNED25VA7,GO,non,9,100.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",1976,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (163ch) BlueMotion,M10VWGVPE06U729,2EC2KM4D1320NMEB25WA7,GO,non,10,120.0,M 6,"8,300000191","6,900000095",7400000095.0,195.0,"0,400999993",,"0,213","0,250999987","0,001",2064,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI 4x4,M10MCDVP375X538,639/2KAA33280N2A2C2T39,GO,non,11,120.0,A 5,"11,10000038","7,400000095",8800000191.0,232.0,"0,061000001",,"0,228","0,240999997","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP6100489,639/2KAA71280N2M3A2S28,GO,non,8,100.0,M 6,"8,699999809","6,300000191",7099999905.0,187.0,"0,046",,"0,196999997","0,216000006",0,1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP376Z309,639/2KAA31305N3M3J1V29,GO,non,10,120.0,M 6,"9,5","6,699999809",7699999809.0,203.0,"0,174999997",,"0,225999996","0,247999996","0,001",2356,2450,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG09F655,639/2LAA31305N2M3F2U37,GO,non,10,120.0,M 6,"8,899999619","6,5",7300000191.0,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF173160,906AC35KMMD1350NNCB2GWB9,GO,non,11,120.0,A 5,"10,30000019","8,199999809",9.0,238.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2805,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP602P777,639/2KAB61305N3A1J2T39,GO,non,15,165.0,A 5,"10,89999962",7,8399999619.0,221.0,"0,361000001",,"0,256999999","0,289000005",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLS,CLS 350,CLS 350 CDI COUPE BVA7 FAP,M10MCDVPGY5X219,218G32EM0NZAAA402,GO,non,16,195.0,A 7,"7,800000191","5,099999905",6099999905.0,160.0,"0,30399999",,"0,147","0,189999998","0,002",1815,1815,"""715/2007*195/2013EURO5",,COUPE,LUXE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF13P380,906AC35KHMC1320ELFC25VB9,GO,non,9,95.0,A 7,"10,10000038","7,400000095",8399999619.0,222.0,"0,100000001",,"0,246999994","0,252999991","0,001",2356,2559,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLS,CLS 350,CLS 350 BLUETEC 4MATIC BVA7 FAP,M10MCDVPFH7D251,218G3BDP0NZAAB402,GO,non,15,185.0,A 7,"6,800000191","4,900000095",5599999905.0,146.0,"0,358999997",,"0,075000003","0,112000003","0,002",1845,1845,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (136ch),M10VWGVPE06F229,2EC2KM4C1350EMED24UD9,GO,non,9,100.0,M 6,"9,899999619","7,400000095",8300000191.0,218.0,"0,136999995",,"0,214000002","0,238999993","0,001",2064,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG12U895,639/2LAA31305N2M3K1T37,GO,non,10,120.0,M 6,"9,399999619","6,599999905",7599999905.0,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (163ch) BlueMotion,M10VWGVPE03J914,2EC2KH4D1320EMEB25TB7,GO,non,10,120.0,M 6,"8,300000191","6,900000095",7400000095.0,195.0,"0,400999993",,"0,213","0,250999987","0,001",2100,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP023N650,639/2LAA31305N3A2B2S37,GO,non,10,120.0,A 5,10,"6,800000191",8.0,211.0,"0,078000002",,"0,224000007","0,232999995","0,001",2075,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
