lib_mrq,lib_mod_doss,lib_mod,dscom,cnit,tvv,cod_cbr,hybride,puiss_admin_98,puiss_max,typ_boite_nb_rapp,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,hc,nox,hcnox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,date_maj,Carrosserie,gamme,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
MERCEDES,CLASSE E,E 350,E 350 BLUETEC BERLINE BVA9 FAP,M10MCDVPFZ2E821,212J0BDP0CZCCA501,GO,non,15,185.0,A 9,"6,5","4,800000191",,142.0,"0,361000001",,"0,072999999","0,111000001","0,001",1885,1885,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
MAZDA,MAZDA 3,3,MAZDA3 5P 2.2L SKYACTIV-D (150ch) BVM6,M10MAZVP000A507,BL64261W0,GO,non,7,110.0,M 6,"4,900000095","3,599999905",,107.0,"0,421999991",,"0,052000001","0,096000001",0,1395,1470,715/2007*195/2013EURO6,mars-14,BERLINE,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch),M10VWGVPE04K139,2EC2KH4D1349ELEC24UA9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,209.0,"0,386000007",,"0,222000003","0,266000003","0,001",2246,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (163ch),M10VWGVPC516258,2EC2KN4D1350NMEC24SD9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,210.0,"0,388000011",,"0,222000003","0,266000003","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 37,M10MCDVPF172705,906AC35KNMC1320EMFC25TA9,GO,non,9,95.0,A 7,10,"7,300000191",,219.0,"0,100000001",,"0,246999994","0,252999991","0,001",2076,2185,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch),M10VWGVPC491961,2EC2KN4B1349NMED24UB9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (109ch) BlueMotion,M10VWGVPE05B614,2EC2KM4B1350NNEC25WA9,GO,non,7,80.0,M 6,"8,800000191","6,699999809",,197.0,"0,202999994",,"0,214000002","0,238999993","0,001",1982,2805,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 4x4 316 CDI - 37,M10MCDVPF19Z675,906AC35/4x4KNMD2350EMED65VA9,GO,non,11,120.0,M 6,"11,19999981","7,300000191",,232.0,"0,130999997",,"0,225999996","0,257999986",0,2356,2585,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
BMW,SERIE 3,320,320i Cabriolet,M10BMWVP0065631,3CDV515B,ES,non,10,125.0,A 6,"9,800000191","5,800000191",,169.0,"0,32100001","0,072999999","0,041000001",,"0,002",1700,1700,"""715/2007*566/2011EURO5",,CABRIOLET,SUPERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG11R868,639/2LBA71305N1M3B1U27,GO,non,9,100.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (163ch) BlueMotion,M10VWGVPE04H330,2EC2KH4D1349NMEC25WB9,GO,non,10,120.0,M 6,"8,699999809","7,199999809",,203.0,"0,386000007",,"0,222000003","0,266000003","0,001",2100,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP375W731,639/2LAA31280N3A2C2U28,GO,non,11,120.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
ASTON MARTIN,VANTAGE,VANTAGE,VANTAGE,M10SCFVP0002159,VH2B27R2KSDF,ES,non,34,,A 7,"19,20000076","9,300000191",,299.0,"0,528999984","0,044","0,014",,,1785,1785,715/2007*692/2008EURO5,mars-13,COUPE,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP606F411,639/2LBB61280N3A1C2T27,GO,non,15,165.0,A 5,"10,89999962",7,,221.0,"0,361000001",,"0,256999999","0,289000005",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (136ch),M10VWGVPC47E940,2EC2KM4C1320ENEB24WA7,GO,non,9,100.0,M 6,"8,600000381","6,900000095",,197.0,"0,398000002",,"0,232999995","0,266000003","0,001",1982,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF13V217,906AC30KNMD1299NNEC15UA9,GO,non,11,120.0,M 6,"10,89999962","6,900000095",,222.0,"0,086000003",,"0,230000004","0,263000011",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF15M206,906AC35KMMC1320ESEC25UA7,GO,non,9,95.0,M 6,"10,89999962","6,900000095",,222.0,"0,086000003",,"0,230000004","0,263000011",0,2303,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP608K644,639/2LAB61305N3A1K2W27,GO,non,15,165.0,A 5,"10,89999962","7,099999905",,224.0,"0,361000001",,"0,256999999","0,289000005",0,2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP603C738,639/2LAA33305N2A2G2V37,GO,non,11,120.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (109ch) BlueMotion,M10VWGVPC45N491,2EC2KH4B1320NLEC25WA7,GO,non,7,80.0,M 6,"8,800000191","6,699999809",,197.0,"0,136999995",,"0,214000002","0,238000005","0,001",2246,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP0233145,639/2LAA31280N2M3G2S28,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF13P986,906AC35KHMC1350ESEA23WX9,GO,non,8,95.0,M 6,"8,800000191","6,199999809",,189.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2859,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP611P222,639/2KAB61305N1A1J2S28,GO,non,15,165.0,A 5,"10,89999962",7,,221.0,"0,361000001",,"0,256999999","0,289000005",0,1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG09Y444,639/2LAA31280N1M3G2U28,GO,non,10,120.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP372P787,639/2KAA73305N2A2B2S39,GO,non,9,100.0,A 5,11,"7,300000191",,229.0,"0,061000001",,"0,228","0,240999997","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
SKODA,OCTAVIA,OCTAVIA,OCTAVIA BERLINE GreenTec 1.4 TSI (140ch) DSG,M10SKDVP0059252,5EAACHPAX0NFD7FD7CW002STVL7,ES,non,7,103.0,A 7,"6,099999905","4,400000095",5.0,116.0,"0,597000003","0,045000002","0,021",,0,1270,1270,715/2007*195/2013EURO5,mars-14,BERLINE,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF133455,906AC35KHMC1320NMEB25VA9,GO,non,9,95.0,M 6,"10,30000019","6,800000191",,213.0,"0,48300001",,"0,221000001","0,287",0,2356,2559,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11S118,639/2LAA31305N1M3D1V37,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 37,M10MCDVPF16F525,906AC35KMMD1349EMFB25UA9,GO,non,11,120.0,A 7,"9,899999619","7,099999905",,216.0,"0,086999997",,"0,275000006","0,287",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF18E364,906AC35KNMC1350NNFB25UB9,GO,non,9,95.0,A 7,"9,899999619","7,099999905",,216.0,"0,086999997",,"0,275000006","0,287",0,2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG10U484,639/2LBA31305N3M3C2T27,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG11M475,639/2LAA71305N1M3G1T27,GO,non,9,100.0,M 6,"9,399999619","6,599999905",,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.5 E,M10MCDVP605E289,639/2LAC91305N2A4H7U27,ES,non,18,190.0,A 5,"16,5","9,5",,284.0,"0,226999998","0,030999999","0,029999999",,,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP376L525,639/2LAA31280N1M3G1T27,GO,non,10,120.0,M 6,"9,399999619","6,599999905",,200.0,"0,174999997",,"0,225999996","0,247999996","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (109ch) BlueMotion,M10VWGVPE05V343,2EC2KM4B1349NNED25VA9,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",1982,2805,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (136ch) BlueMotion,M10VWGVPC462153,2EC2KH4C1349NLEB25WA9,GO,non,9,100.0,M 6,8,"6,699999809",,189.0,"0,398000002",,"0,232999995","0,266000003","0,001",2246,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP606D287,639/2LBA73305N2A2B2U27,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE E,E 200,E 200 CDI BERLINE BVA7 FAP,M10MCDVPGW7M693,212J0S1M0NRCCB422,GO,non,7,100.0,A 7,"6,099999905","4,599999905",,135.0,"0,068000004",,"0,165000007","0,175999999",0,1735,1735,"""715/2007*195/2013EURO5",,BERLINE,LUXE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPU197499,906AC35KNMC1349NNFA25SX9,GO,non,9,95.0,A 7,"9,699999809","6,900000095",,208.0,"0,093000002",,"0,263999999","0,27700001","0,001",1976,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (109ch) BlueMotion,M10VWGVPE05L175,2EC2KM4B1349EMED25VA9,GO,non,8,80.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238999993","0,001",2064,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (109ch),M10VWGVPE05F291,2EC2KM4B1349NMED24UA9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238999993","0,001",2064,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP0258306,639/2LAA73305N3A2B2V37,GO,non,10,100.0,A 5,"11,19999981","7,5",,234.0,"0,061000001",,"0,228","0,240999997","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 4x4 213 CDI - 32,M10MCDVPF19J235,906AC35/4x4KHMC2349ESED63WA9,GO,non,9,95.0,M 6,"10,39999962",7,,215.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2869,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H3 TDI (136ch),M10VWGVPE03N531,2EC2KH4C1349EMEB24TA9,GO,non,9,100.0,M 6,"8,600000381","6,900000095",,197.0,"0,393000007",,"0,232999995","0,266000003","0,001",2100,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch),M10VWGVPE04S014,2EC2KH4D1320NLEC24WB7,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,209.0,"0,386000007",,"0,222000003","0,266000003","0,001",2246,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG102650,639/2KAA31305N1M3J1V29,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2356,2450,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE GLK,GLK 220,GLK 220 CDI STATION WAGON BVM6 FAP,M10MCDVPGG5Y723,204XH7S2M0KZBBA501,GO,non,9,125.0,M 6,"6,5",5,,145.0,"0,213",,"0,159999996","0,186000004",0,1825,1825,"""715/2007*195/2013EURO5",,TS TERRAINS/CHEMINS,LUXE,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF15B971,906AC35KMMC1350ENEC25SB9,GO,non,9,95.0,M 6,"10,69999981","6,699999809",,216.0,"0,086000003",,"0,230000004","0,263000011",0,2006,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 110 CDI,M10MCDVP021H161,639/2KAA11280N3M4J2S29,GO,non,7,70.0,M 6,"9,199999809","6,5",,198.0,"0,097000003",,"0,243000001","0,263000011","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch) BlueMotion,M10VWGVPE063968,2EC2KM4D1349ENEA25WE9,GO,non,10,120.0,M 6,8,"6,599999905",,187.0,"0,400999993",,"0,213","0,250999987","0,001",1982,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF13D587,906AC35KHMC1349EMED22WA9,GO,non,9,95.0,M 6,"10,19999981","6,800000191",8.0,210.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2849,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP0240335,639/2LAA71280N2M3D2S38,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP604J416,639/2LAA71305N3M3B2T27,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP6036380,639/2LAA31305N2M3D2U37,GO,non,10,120.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE C,C 180,C 180 CDI STATION WAGON BVA7 FAP,M10MCDVPFY5P211,204KH2S0M0NRAAB573,GO,non,7,88.0,A 7,"6,5","4,900000095",,144.0,"0,068000004",,"0,157000005","0,167999998",0,1645,1645,"""715/2007*630/2012EURO5",,BREAK,SUPERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11P018,639/2LAA31280N2M3J1T27,GO,non,10,120.0,M 6,"9,399999619","6,599999905",,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch) BlueMotion,M10VWGVPC46K947,2EC2KH4D1350NLEA25UE9,GO,non,10,120.0,M 6,8,"6,400000095",,181.0,"0,409000009",,"0,213","0,25","0,001",2246,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP6018833,639/2KAA31320E3A2E2U39,GO,non,11,120.0,A 5,"10,10000038","6,900000095",,214.0,"0,041999999",,"0,189999998","0,201000005","0,001",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP6079986,639/2LAA31280N2M3G1U28,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
CADILLAC,ATS,ATS,ATS 2.0L BVA RWD RF18 (LM) MY14,M10CDCVP000P163,GMT166BBBABBABBBBEA,ES,non,18,203.0,A 6,"11,60000038","6,300000191",,190.0,"0,287999988","0,041999999","0,015",,"0,004",1613,1659,715/2007*195/2013EURO5,mars-14,COUPE,SUPERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG09R594,639/2LAA31305N1M3G2S38,GO,non,10,120.0,M 6,"8,699999809","6,300000191",,187.0,"0,046",,"0,196999997","0,216000006",0,2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11Y645,639/2LBA31280N3M3C1U27,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2350,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (109ch),M10VWGVPC45R495,2EC2KH4B1320NLED24VB7,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2246,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLS,CLS 350,CLS 350 CDI SHOOTING BRAKE BVA7 FAP,M10MCDVPFH7P227,218G22FM1NZAAA501,GO,non,17,195.0,A 7,"7,900000095","5,900000095",,175.0,"0,358999997",,"0,165999994","0,226999998","0,002",1970,1970,"""715/2007*630/2012EURO5",,BREAK,LUXE,,,,
LEXUS,LS600,LS,LS 600h L V8 5.0L hybride,M10LEXVP000B058,HF4(a)UVF46(E)UVF46L-AEXGHW(1C),EH,oui,29,290.0,V 0,"11,30000019",8,,219.0,"0,028999999","0,032000002","0,016000001",,"0,023",2485,2535,715/2007*692/2008EURO5,mars-14,BERLINE,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP373L298,639/2LAA31305N1A2F2S27,GO,non,10,120.0,A 5,10,"6,800000191",8.0,211.0,"0,078000002",,"0,224000007","0,232999995","0,001",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 37,M10MCDVPF14J301,906AC35KHMD1349EMCC2GWA9,GO,non,11,120.0,A 5,"10,5","8,199999809",,241.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2849,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPU19B503,906AC35KNMC1349NNFA25WX9,GO,non,9,95.0,A 7,"9,899999619","7,199999809",,216.0,"0,093000002",,"0,263999999","0,27700001","0,001",2586,2685,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 37,M10MCDVPF17R959,906AC35KNMC1349NMCD2GWA9,GO,non,9,95.0,A 5,"10,89999962","8,399999619",,246.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2801,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPU18A988,906AC35KHMC1349ESFA25VX9,GO,non,9,95.0,A 7,"9,800000191","7,099999905",,213.0,"0,093000002",,"0,263999999","0,27700001","0,001",2356,2585,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP3762118,639/2KAA31280N1M3F1U39,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,174999997",,"0,225999996","0,247999996","0,001",2186,2200,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (136ch),M10VWGVPC50J369,2EC2KN4C1349EMEC24VA9,GO,non,9,100.0,M 6,"9,399999619","7,199999809",,208.0,"0,136999995",,"0,214000002","0,238000005","0,001",2028,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
AUDI,A6 AVANT,A6,A6 AVANT 2.0 TDI (177ch) MULTITRONIC 8,M10AUDVP007X501,4GACGLCF1FAVAW008R4G61S57MJEM2,GO,non,10,130.0,V 0,"6,099999905","4,5",,135.0,"0,119999997",,"0,143000007","0,155000001",0,1725,1725,"""715/2007*630/2012EURO5",,BREAK,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP021T683,639/2KAA31320E2A2E2W39,GO,non,11,120.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch) BlueMotion,M10VWGVPE060965,2EC2KM4D1349ENEA25TE9,GO,non,10,120.0,M 6,8,"6,400000095",,181.0,"0,400999993",,"0,213","0,250999987","0,001",1982,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H2 TDI (136ch),M10VWGVPC48M268,2EC2KM4C1349NLED24UA9,GO,non,9,100.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2219,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP3766255,639/2KAA31305N2M3G1S29,GO,non,10,120.0,M 6,"9,300000191","6,5",,198.0,"0,174999997",,"0,225999996","0,247999996","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP604P519,639/2LAA73280N2A2G2U27,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2350,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP023R291,639/2LAA31305N1A2B2S38,GO,non,10,120.0,A 5,10,"6,800000191",8.0,211.0,"0,078000002",,"0,224000007","0,232999995","0,001",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 30 L1H1 TDI (109ch) BlueMotion,M10VWGVPB304939,2EC1KN4B1319NNEC15SA7,GO,non,7,80.0,M 6,"8,800000191","6,699999809",,197.0,"0,136999995",,"0,214000002","0,238000005","0,001",1976,2739,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLS,CLS 500,CLS 500 SHOOTING BRAKE BVA7,M10MCDVPGY5W254,218G27VM0NZAAA502,ES,non,30,300.0,A 7,"12,80000019","7,199999809",,216.0,"0,296999991","0,035999998","0,033",,"0,001",1955,1955,"""715/2007*195/2013EURO5",,BREAK,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch),M10VWGVPC49N268,2EC2KM4D1349NNEC24VA9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,209.0,"0,388000011",,"0,222000003","0,266000003","0,001",1982,2805,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
