lib_mrq,lib_mod_doss,lib_mod,dscom,cnit,tvv,cod_cbr,hybride,puiss_admin_98,puiss_max,typ_boite_nb_rapp,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,hc,nox,hcnox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,date_maj,Carrosserie,gamme,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF12T931,906AC30KMMD1300NNFA15SA9,GO,non,10,120.0,A 7,"9,699999809","6,900000095",,208.0,"0,093000002",,"0,263999999","0,27700001","0,001",1983,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch) BlueMotion,M10VWGVPE099705,2EC2KN4D1350NNEC2MXA9,GO,non,10,120.0,M 6,"9,5","6,5",,197.0,"0,185000002",0,"0,105999999",,0,2356,2859,"""595/2009*64/2012EURO6",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVPG102808,639/2KAA71280N3M3A1S29,GO,non,9,100.0,M 6,"9,300000191","6,5",,198.0,"0,046",,"0,196999997","0,216000006",0,1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP6068282,639/2LBA73305N1A2G2V37,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP6103431,639/2KAA71280N1M3D2U28,GO,non,9,100.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP6069344,639/2LBA73305N3A2G2U37,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF160643,906AC35KMMD1349NLEB25UA7,GO,non,11,120.0,M 6,"10,30000019","6,800000191",,213.0,"0,48300001",,"0,221000001","0,287",0,2243,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI 4x4,M10MCDVP6044571,639/2LAA73305N1A2D2T37,GO,non,9,100.0,A 5,11,"7,300000191",,230.0,"0,006",,"0,210999995","0,219999999",0,2105,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch),M10VWGVPE09R395,2EC2KN4D1349NNEC24SA9,GO,non,10,120.0,M 6,"9,399999619","7,199999809",8.0,210.0,"0,386000007",,"0,222000003","0,266000003","0,001",1976,2783,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF13H591,906AC35KHMC1349EMFA22WA9,GO,non,8,95.0,A 7,"9,399999619","6,599999905",,201.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2849,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE S,S 300,S 300 BLUETEC HYBRID LIMOUSINE BVA7 FAP,M10MCDVPGY7R343,221P105P0NZAAB403,GH,oui,11,150.0,A 7,"4,800000191","4,599999905",,124.0,"0,222000003",,"0,061000001","0,085000001","0,001",2035,2035,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP6111173,639/2KAB61280N3A1F2S38,GO,non,15,165.0,A 5,"10,89999962",7,,221.0,"0,361000001",,"0,256999999","0,289000005",0,1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,PASSAT,PASSAT,PASSAT 2.0 TDI (140ch) CR FAP BMT BVM6 4MOTION,M10VWGVPD64L293,3CAACFFBX1AM6AM62Q031STP07MJSNVR2O,GO,non,8,103.0,M 6,"6,400000095","4,599999905",,137.0,"0,257999986",,"0,112999998","0,136999995",0,1637,1637,"""715/2007*195/2013EURO5",,BERLINE,MOY-SUPER,,,,
OPEL,ASTRA,ASTRA,ASTRA 5P 2.0 CDTI Start/Stop BVM6,M10PELVP098N781,P-JCCHCC12BA1L2FPFA5,GO,non,9,121.0,M 6,"5,400000095",4,,119.0,"0,31099999",,"0,125","0,158000007",0,1613,1613,"""715/2007*459/2012EURO5",,BERLINE,MOY-INFER,,,,
LEXUS,IS200,IS,IS 200d 2.2L,M10LEXVP000V175,XE2(a)ALE20(ET)ALE20R-AEFLXW(3K),GO,non,8,110.0,M 6,"6,300000191","4,400000095",,134.0,"0,184",,"0,177000001","0,187999994","0,001",1615,1710,715/2007*692/2008EURO5,mars-14,BERLINE,SUPERIEURE,,,,
MERCEDES,CLASSE E,E 220,E 220 CDI COUPE BVM6 FAP,M10MCDVPGE24892,207L3S2M0KZBBA401,GO,non,9,125.0,M 6,"5,900000095","4,099999905",,123.0,"0,165000007",,"0,157000005","0,173999995",0,1705,1705,"""715/2007*195/2013EURO5",,COUPE,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVPG10B781,639/2KAA71280N1M3F1S29,GO,non,9,100.0,M 6,"9,300000191","6,5",,198.0,"0,046",,"0,196999997","0,216000006",0,1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF15D463,906AC35KMMC1349ENEA22WX9,GO,non,8,95.0,M 6,"8,800000191","6,199999809",,189.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2849,"""2005/55*2008/74EURO5",,MINIBUS,MOY-INFER,,,,
FORD,TRANSIT CUSTOM,TRANSIT,TRANSIT CUSTOM 310 L1H1 2200 TDCi (100ch),M10FRDVP048A385,FACDRFF1EBXE9VJAZCBSATA,GO,non,6,74.0,M 6,"7,099999905",6,,168.0,"0,535000026",,"0,195999995","0,221000001","0,001",1975,1975,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP602S234,639/2KAA71305N2A2G2U29,GO,non,9,100.0,A 5,"10,10000038","6,900000095",,214.0,"0,041999999",,"0,189999998","0,201000005","0,001",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch),M10VWGVPE07V402,2EC2KM4D1350ENEA24VE9,GO,non,10,120.0,M 6,"8,5","6,900000095",,197.0,"0,400999993",,"0,213","0,250999987","0,001",1982,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP611W035,639/2KAA73305N1A2G2V38,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF15R380,906AC35KMMC1349ELFC23WB9,GO,non,9,95.0,A 7,"9,800000191","7,099999905",,214.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2849,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVPG125651,639/2KAA71305N3M3F2U28,GO,non,9,100.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE S,S 400,S 400 HYBRID LIMOUSINE BVA7,M10MCDVPCZ6B174,221P15FP0NZAAB501,EH,oui,19,225.0,A 7,7,"6,400000095",,153.0,"0,801999986","0,043000001","0,005",,"0,001",1945,1945,"""715/2007*630/2012EURO6",,BERLINE,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L4H3 TDI (109ch),M10VWGVPC45X792,2EC2KH4B1350ESEB24WA9,GO,non,7,80.0,M 6,"8,600000381","6,900000095",,197.0,"0,398000002",,"0,232999995","0,266000003","0,001",2307,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF17F718,906AC35KNMC1320ENEC25TB9,GO,non,9,95.0,M 6,"10,80000019","6,800000191",,219.0,"0,086000003",,"0,230000004","0,263000011",0,2076,2185,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP0236960,639/2LAA33305N1A2F2V27,GO,non,11,120.0,A 5,"11,19999981","7,5",,234.0,"0,061000001",,"0,228","0,240999997","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 319 CDI,M10MCDVPF17R474,906AC35KMNE1350EMEA23WB9,GO,non,13,140.0,M 6,"12,19999981","7,300000191",,240.0,"0,067000002","0,014","1,845999956",,"0,002",2586,2859,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
HYUNDAI,IX20,IX 20,ix20 1.4 PACK Evidence / Inventive / Inventive Limited,M10HMCVP001S479,JCF5P11M51AZ1,ES,non,5,,M 5,"7,199999809","5,300000191",6.0,140.0,"0,128000006","0,016000001","0,026000001",,,1253,1343,715/2007*195/2013EURO5,dÃÂÃÂÃÂÃÂc-13,MINISPACE,INFERIEURE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11R602,639/2LBA31280N1M3G1T37,GO,non,10,120.0,M 6,"9,399999619","6,599999905",,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (109ch),M10VWGVPC50W116,2EC2KN4B1350NMEC24SA9,GO,non,8,80.0,M 6,"9,399999619","7,199999809",,208.0,"0,136999995",,"0,214000002","0,238000005","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 32,M10MCDVPF13B391,906AC35KHMC1320EMFA25UA9,GO,non,9,95.0,A 7,"9,800000191","7,099999905",,213.0,"0,093000002",,"0,263999999","0,27700001","0,001",2186,2355,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 122 CDI,M10MCDVP6118241,639/2KAB61305N2A1D2T38,GO,non,15,165.0,A 5,"10,89999962",7,,221.0,"0,361000001",,"0,256999999","0,289000005",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF18W964,906AC35KNMD1350NNFA25SA9,GO,non,10,120.0,A 7,"9,699999809","6,900000095",,208.0,"0,093000002",,"0,263999999","0,27700001","0,001",1976,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP0221629,639/2KAA73305N3A2G2T39,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,061000001",,"0,228","0,240999997","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 37,M10MCDVPF17V831,906AC35KNMC1349EMEC25SB9,GO,non,9,95.0,M 6,"10,69999981","6,699999809",,216.0,"0,086000003",,"0,230000004","0,263000011",0,2052,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 110 CDI,M10MCDVP609K255,639/2KAA11280N2M4G2S28,GO,non,7,70.0,M 6,"9,100000381","6,400000095",,195.0,"0,082999997",,"0,229000002","0,25","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H1 TDI (163ch) BlueMotion,M10VWGVPC51Z215,2EC2KN4D1350ENEC25WB9,GO,non,10,120.0,M 6,"8,699999809","7,199999809",,203.0,"0,388000011",,"0,222000003","0,266000003","0,001",1976,2800,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI 4x4,M10MCDVP6117010,639/2KAA73305N1A2B2V28,GO,non,9,100.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2356,2525,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG10U969,639/2LAA31280N2M3C1S38,GO,non,10,120.0,M 6,"9,300000191","6,5",,198.0,"0,046",,"0,196999997","0,216000006",0,2050,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP023P069,639/2LAA31280N2A2D2U28,GO,non,11,120.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch),M10VWGVPE07P177,2EC2KM4D1349NNEB24VA9,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,400999993",,"0,213","0,250999987","0,001",1982,2805,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP372B616,639/2KAA71305N3A2D2U29,GO,non,9,100.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP021A578,639/2KAA31305N2M3J2T29,GO,non,10,120.0,M 6,"8,899999619","6,5",,192.0,"0,174999997",,"0,225999996","0,247999996","0,001",2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H2 TDI (163ch),M10VWGVPC49F515,2EC2KM4D1350NLEB24VD9,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,409000009",,"0,213","0,25","0,001",2219,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF13E006,906AC30KMMD1319NNFB15SA9,GO,non,10,120.0,A 7,"9,800000191","6,900000095",8.0,211.0,"0,086999997",,"0,275000006","0,287",0,1983,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
SMART,FORTWO,FORTWO,SMART FORTWO Cabrio BRABUS (75 Kw),M10SMTVP000G138,4514438F0PZAAA200,ES,non,5,75.0,M 5,"6,400000095","4,400000095",,119.0,"0,338999987","0,035999998","0,011",,,895,895,715/2007*630/2012EURO5,mars-14,CABRIOLET,ECONOMIQUE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG094838,639/2LAA71280N3M3D2S28,GO,non,8,100.0,M 6,"8,699999809","6,300000191",,187.0,"0,046",,"0,196999997","0,216000006",0,2075,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,CLASSE S,S 500,S 500 LIMOUSINE BVA7,M10MCDVPFX2P287,221P17VP0NZAAB501,ES,non,35,335.0,A 7,"12,5","6,800000191",,207.0,"0,523999989","0,059999999","0,055",,"0,001",2015,2015,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG121259,639/2KAA31305N2M3G2T28,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (109ch),M10VWGVPC47X693,2EC2KM4B1350ENED24WB9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",1982,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 43,M10MCDVPF17X251,906AC35KMMD1350NSFA23WA7,GO,non,10,120.0,A 7,"9,399999619","6,599999905",,201.0,"0,093000002","0,008","1,843000054",,"0,004",2586,3009,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE CLS,CLS 350,CLS 350 CDI SHOOTING BRAKE BVA7 FAP,M10MCDVPFH75182,218G22FM0NZAAB501,GO,non,16,195.0,A 7,"7,400000095","5,400000095",,161.0,"0,358999997",,"0,165999994","0,226999998","0,002",1910,1910,"""715/2007*630/2012EURO5",,BREAK,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L4H2 TDI (136ch),M10VWGVPC474991,2EC2KM4C1320ESED24VB7,GO,non,9,100.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238000005","0,001",2279,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE M,ML 63 AMG,ML 63 AMG BVA7,M10AMGVP000K184,166AMGA27TM1RZAAR50D,ES,non,44,386.0,A 7,"15,69999981","9,600000381",,276.0,"0,527999997","0,043000001","0,046999998",,"0,001",2345,2345,715/2007*566/2011EURO5,mars-14,TS TERRAINS/CHEMINS,LUXE,,,,
MERCEDES,VITO,VITO,COMBI 3.5 E,M10MCDVP6111331,639/2KAC91280N2A4J7T38,ES,non,18,190.0,A 5,"16,5","9,5",,284.0,"0,226999998","0,030999999","0,029999999",,,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L4H2 TDI (109ch),M10VWGVPE05T499,2EC2KM4B1350ESEC24WA9,GO,non,8,80.0,M 6,"9,399999619","7,199999809",,208.0,"0,202999994",,"0,214000002","0,238999993","0,001",2279,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch) BlueMotion,M10VWGVPE07Y405,2EC2KM4D1350ENEA25TE9,GO,non,10,120.0,M 6,8,"6,400000095",,181.0,"0,400999993",,"0,213","0,250999987","0,001",1982,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVP6071529,639/2KAA31280N2M3C1T29,GO,non,10,120.0,M 6,"9,399999619","6,599999905",,200.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 3.0 CDI,M10MCDVP3748356,639/2LAB61305N1A1C2S27,GO,non,15,165.0,A 5,"10,80000019","7,099999905",,223.0,"0,352999985",,"0,252999991","0,282000005","0,002",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP0231179,639/2LAA31280N3A2B2U38,GO,non,11,120.0,A 5,"10,19999981",7,,216.0,"0,078000002",,"0,224000007","0,232999995","0,001",2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
RENAULT,MEGANE SCENIC,SCENIC,Grand SCENIC BoseÃÂÃÂÃÂÃÂ« 2014 7PL EnergydCi (130ch) eco2,M10RENVP321G910,JZNAB6,GO,non,7,96.0,M 6,"5,099999905",4,,114.0,"0,221000001",,"0,112999998","0,138999999","0,001",1600,1600,715/2007*630/2012EURO5,mars-14,MONOSPACE COMPACT,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L1H2 TDI (163ch),M10VWGVPC48Y923,2EC2KM4D1320NNEB24SB7,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,409000009",,"0,213","0,25","0,001",1982,2709,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H2 TDI (109ch),M10VWGVPE05D422,2EC2KM4B1350EMED24SB9,GO,non,8,80.0,M 6,"9,899999619","7,400000095",,218.0,"0,136999995",,"0,214000002","0,238999993","0,001",2064,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L4H3 TDI (163ch) BlueMotion,M10VWGVPE04W697,2EC2KH4D1350NSEC25UA9,GO,non,10,120.0,M 6,"8,699999809","7,199999809",,203.0,"0,386000007",,"0,222000003","0,266000003","0,001",2307,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG11P150,639/2LAA31305N1M3G1U37,GO,non,10,120.0,M 6,"9,5","6,699999809",,203.0,"0,046",,"0,196999997","0,216000006",0,2186,2355,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVPG09S571,639/2LAA31305N1M3D2W27,GO,non,10,120.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2586,2600,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI,M10MCDVP605T584,639/2LBA31305N2A2D2V37,GO,non,11,120.0,A 5,"10,10000038","6,900000095",,214.0,"0,041999999",,"0,189999998","0,201000005","0,001",2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 30 L2H2 TDI (136ch) BlueMotion,M10VWGVPB30Y800,2EC1KM4C1319NMED15TA7,GO,non,9,100.0,M 6,"9,300000191","7,300000191",8.0,209.0,"0,136999995",,"0,214000002","0,238000005","0,001",2041,2739,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
SEAT,IBIZA,IBIZA,IBIZA 1.2 TSI (105ch) DSG,M10SETVP0020624,6JSCCBZBX0AGNFD7AM0177MJGI,ES,non,6,77.0,A 7,7,"4,400000095",,124.0,"0,263000011","0,023","0,018999999",,"0,002",1115,1115,715/2007*195/2013EURO5,juin-13,BERLINE,INFERIEURE,,,,
MERCEDES,CLASSE E,E 200,E 200 BERLINE BVA7,M10MCDVPGU46075,212KJ234P0NZCGA502,ES,non,10,135.0,A 7,"7,800000191","5,300000191",,145.0,"0,116999999","0,041000001","0,046",,0,1735,1735,"""715/2007*195/2013EURO6",,BERLINE,LUXE,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L3H3 TDI (163ch),M10VWGVPC46P722,2EC2KH4D1349NLEB24UA9,GO,non,10,120.0,M 6,"8,899999619",7,,203.0,"0,409000009",,"0,213","0,25","0,001",2246,2815,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VITO,VITO,COMBI 113 CDI,M10MCDVP376Y405,639/2KAA71305N1M3B1S29,GO,non,9,100.0,M 6,"9,300000191","6,5",,198.0,"0,174999997",,"0,225999996","0,247999996","0,001",1976,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 43,M10MCDVPF15X217,906AC35KMMC1320ESFB25VA7,GO,non,9,95.0,A 7,"9,899999619","7,099999905",,216.0,"0,086999997",,"0,275000006","0,287",0,2356,2585,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,CLASSE GLK,GLK 250,GLK 250 BLUETEC STATION WAGON 4MATIC BVA7 FAP,M10MCDVPCJ28798,204XH704P1NZAAB504,GO,non,12,150.0,A 7,"7,5","5,800000191",,169.0,"0,162",,"0,064000003","0,078000002","0,001",1925,1925,"""715/2007*630/2012EURO6",,TS TERRAINS/CHEMINS,LUXE,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVPG09J975,639/2LAA71305N3M3F2V27,GO,non,9,100.0,M 6,"8,899999619","6,5",,193.0,"0,046",,"0,196999997","0,216000006",0,2356,2585,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
VOLKSWAGEN,CRAFTER,CRAFTER,CRAFTER COMBI 35 L2H1 TDI (136ch),M10VWGVPC502607,2EC2KN4C1350NMEB24TA9,GO,non,9,100.0,M 6,"8,600000381","6,900000095",,197.0,"0,398000002",,"0,232999995","0,266000003","0,001",2028,2801,"""715/2007*195/2013EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.0 CDI,M10MCDVP024R652,639/2LAA71305N1M3F2S37,GO,non,9,100.0,M 6,"8,800000191","6,400000095",,190.0,"0,174999997",,"0,225999996","0,247999996","0,001",2025,2075,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 213 CDI - 37,M10MCDVPF173997,906AC35KNMC1349NMFB23WA9,GO,non,9,95.0,A 7,"9,600000381","6,900000095",,209.0,"0,093000002","0,008","1,843000054",,"0,004",2586,2801,"""2005/55*2008/74EEV",,MINIBUS,MOY-INFER,,,,
MERCEDES,SPRINTER,SPRINTER,SPRINTER COMBI 316 CDI - 32,M10MCDVPF12S869,906AC30KMMD1280NNFA15SA7,GO,non,10,120.0,A 7,"9,699999809","6,900000095",,208.0,"0,093000002",,"0,263999999","0,27700001","0,001",1983,2075,"""715/2007*566/2011EURO5",,MINIBUS,MOY-INFER,,,,
MERCEDES,VIANO,VIANO,VIANO 2.2 CDI 4x4,M10MCDVP607J158,639/2LAA33280N3A2C2U38,GO,non,11,120.0,A 5,"11,10000038","7,400000095",,232.0,"0,006",,"0,210999995","0,219999999",0,2186,2275,"""715/2007*692/2008EURO5",,MINIBUS,MOY-SUPER,,,,
MERCEDES,VITO,VITO,COMBI 116 CDI,M10MCDVPG091095,639/2KAA31280N2M3D2T29,GO,non,10,120.0,M 6,"8,800000191","6,400000095",,190.0,"0,046",,"0,196999997","0,216000006",0,2076,2185,"""715/2007*692/2008EURO5",,MINIBUS,MOY-INFER,,,,
